date,rh,es,H,sw_out,sw_in,vpd,t_dew,vp,Rn,theta_1,wd,lw_in,t_avg,G,lw_out,LE,ws,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2014-03-28,55.38679333333334,0.6290451249980323,,,223.9567298467917,,,,,,266.4321447291666,,0.31335602666666673,,,,,-2.752912,3.584188,,,,,,,250.23306717242411,,,1.310168395366959,0.763260664458262,,12.039708039179056,0.763260664458262,,,,0.41604901304094816,1.9,1.5,0.0,,0.27736600869396544,0.41604901304094816,True,0.41604901304094816
2014-03-29,57.718280624999984,0.6345720264740037,,,278.04602158958335,,,,,,175.39121472916668,,-0.154077520833334,,,,,-8.802242,5.742186,,,,,,,252.63009466874541,,,1.2926901278492893,0.7735805963520028,,16.06002979457302,0.7735805963520028,,,,0.5547320173879309,2.5,2.0,0.0,,0.27736600869396544,0.5547320173879309,True,0.5547320173879309
2014-03-30,63.26588000000002,1.114704393525289,19.92548336458333,,221.48596831270825,,,,,,140.71055620833337,,8.040411375,,,11.02470291666667,,2.507868,15.68274,,,,,,,255.01753762765586,30.95018628125,,1.2806616074964932,0.7808463954462211,39.63671531526154,14.118913759429612,0.7808463954462211,,25.517801555831923,0.3837743616702273,0.49148509093253395,5.0,3.5,0.0,0.1404243116950097,0.27736600869396544,0.9707810304288792,False,
2014-03-31,69.37228895833334,1.1371876121550926,-9.800561395833332,,96.42240973837494,,,,,,135.53901008333335,,8.35109153125,,,19.6436390625,,-1.132782,14.81369,,,,,,,257.39459870787977,9.843077666666668,,1.2719878146183918,0.7861710532974008,12.520274850342432,24.986469522261853,0.7861710532974008,,-12.466194671919416,0.6840051558567226,0.8700462233859051,2.7,2.1000001,1.4,0.4143077056929212,0.27736600869396544,0.5824686459939282,False,
2014-04-01,72.036606875,0.540521999136531,,,227.27238803583333,,,,,,,,-1.8659206958333328,,,,,-6.222989,2.103217,,,,,,,259.76049128096093,,,1.260029361688872,0.7936322996947124,,8.042989660993152,0.7936322996947124,,,,0.27736600869396544,1.3000001,1.0,0.0,,0.27736600869396544,0.27736600869396544,True,0.27736600869396544
2014-04-02,59.70929479166667,0.6539292972425453,,,231.50686202,,,,,,118.09646566666665,,0.4391048118750003,,,,,-6.565064,5.522832,,,,,,,262.1144398518518,,,1.2543942499945022,0.7971975318002158,,16.051037848681894,0.7971975318002158,,,,0.5547320173879309,2.6000001,2.0,0.0,,0.27736600869396544,0.5547320173879309,True,0.5547320173879309
2014-04-03,79.39719104166667,0.6429276605521378,,,34.65734621645834,,,,,,,,0.6570654479166665,,,,,-1.434327,3.853223,,,,,,,264.45568045401507,,,1.2451254668275449,0.8031319145273769,,8.702043127154935,0.8031319145273769,,,,0.3008089486567362,1.1,0.8,12.7,,0.3760111858209202,0.3008089486567362,True,0.3008089486567362
2014-04-04,75.29561604166666,0.6237253601991892,,,211.3025783485417,,,,,,310.68394816666677,,0.05351263416666654,,,,,-3.4442800000000005,4.902692,,,,,,,266.7834610185757,,,1.2469789136714309,0.8019381795765409,,16.826610060666074,0.8019381795765409,,,,0.5813244924883305,2.3,1.6,0.0,,0.36332780780520657,0.5813244924883305,True,0.5813244924883305
2014-04-05,71.36576041666666,0.799307665727823,,,277.7000873104166,,,,,,159.74241141666673,,2.988677672916667,,,,,-6.1875290000000005,9.935249,,,,,,,269.0970417171336,,,1.2478308753100549,0.8013906530013731,,27.32773368247547,0.8013906530013731,,,,0.9467399604316312,3.7,2.7,0.0,,0.350644429789493,0.9467399604316312,True,0.9467399604316312
2014-04-06,59.86861354166668,1.2319697780611476,59.15562480208333,,269.50383161854165,,,,,,200.1095339375,,9.48004175,,,26.34345802083332,,2.900143,16.71102,,,,,,,271.39569527793327,85.49908282291666,,1.250408294438549,0.7997387768840849,106.90876232866344,32.940078413443715,0.7997387768840849,,73.96868391521974,0.9182839471981404,1.1482298642263251,4.7000003,3.4,0.0,0.33771466594891913,0.3379610517737794,1.1490675760308502,False,
